UNIT_ID,FIRE_NAME,CAUSE,ALARM_DATE_Con
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Toiyab National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,1 - Lightning,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest,TEQUIPAS CANYON,5 - Debris,3/21/1925
Modoc National Forest, ,1 - Lightning,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest,DEADMAN'S FLAT,1 - Lightning,7/18/1925
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,TOPANGA P.O.,14 - Unknown / Unidentified,3/2/1925
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,1 - Lightning,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,SAN GABRIEL,14 - Unknown / Unidentified,8/31/1924
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Eldorado National Forest,UPPER DESOLATION VAL,14 - Unknown / Unidentified,8/13/1924
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest,PI PI-INDIAN DIGGING,9 - Miscellaneous,8/18/1924
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest,WEST FORK,3 - Smoking,7/26/1924
Mendocino National Forest,THOMS CREEK,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,1 - Lightning,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Modoc National Forest,UPPER MUD SP,1 - Lightning,9/2/1924
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Eldorado National Forest,MOKELUMNE RIVER,9 - Miscellaneous,8/1/1924
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
Mendocino National Forest,RILEY RIDGE,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,BEE CYN,14 - Unknown / Unidentified,6/15/1924
Six Rivers National Forest, ,14 - Unknown / Unidentified,9/1/1924
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Modoc National Forest,TIMBER MT.,9 - Miscellaneous,7/1/1924
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,7/10/1924
Six Rivers National Forest,BLUFF CREEK #2,5 - Debris,9/12/1924
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Modoc National Forest,INDIAN WELL,9 - Miscellaneous,7/8/1924
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,BEE CANYON,14 - Unknown / Unidentified,6/15/1924
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Modoc National Forest,TICKNER RD.,9 - Miscellaneous,8/9/1924
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Modoc National Forest,SAND BUTTE,1 - Lightning,9/2/1924
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,7 - Arson,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest,BADGER HILL,9 - Miscellaneous,7/4/1924
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Plumas National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,1 - Lightning,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Modoc National Forest, ,1 - Lightning,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest,LONG JOHN CREEK,1 - Lightning,9/1/1924
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,MCELLVENEY,14 - Unknown / Unidentified,1/19/1924
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest,PINO GRANDE,14 - Unknown / Unidentified,5/29/1924
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest, ,14 - Unknown / Unidentified,4/10/1924
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
Six Rivers National Forest,BLUFF CREEK #1,1 - Lightning,9/5/1924
Lassen National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,LONE PINE,14 - Unknown / Unidentified,4/30/1924
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Six Rivers National Forest, ,1 - Lightning,9/2/1924
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,1 - Lightning,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest, ,14 - Unknown / Unidentified,9/15/1924
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Six Rivers National Forest,NO NAME #40,1 - Lightning,9/1/1924
Six Rivers National Forest, ,14 - Unknown / Unidentified,9/10/1924
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest,SUMMIT VALLEY,1 - Lightning,9/1/1924
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest,UPPER DESOLATION VAL,9 - Miscellaneous,8/13/1924
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Six Rivers National Forest,C&O LBR. CO.,2 - Equipment Use,8/15/1924
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Sequoia - Kings Canyon NP,MUIR GROVE,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Mendocino National Forest,STREETER RIDGE,9 - Miscellaneous,<Null>
Mendocino National Forest,BARTLETT MTN,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Mendocino National Forest,ALLEY,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,RIDGE,14 - Unknown / Unidentified,7/26/1923
Angeles National Forest,RIDGE,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest,MT. LOWE,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,SANTA FEE,14 - Unknown / Unidentified,7/25/1923
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Eldorado National Forest,GOLD BUG,14 - Unknown / Unidentified,3/22/1923
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest, ,14 - Unknown / Unidentified,9/6/1923
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Plumas National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Tahoe National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,FITZGERALD,14 - Unknown / Unidentified,8/22/1923
Angeles National Forest,MAGAZINE CANYON,14 - Unknown / Unidentified,12/9/1923
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,MANKER FLAT,14 - Unknown / Unidentified,8/23/1923
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,RIDGE,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Mendocino National Forest,GRINDSTONE,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,MINT CYN,14 - Unknown / Unidentified,9/17/1922
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Six Rivers National Forest,MINER CREEK,5 - Debris,9/17/1922
Lassen National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Mendocino National Forest,BOARDMAN RIDGE,9 - Miscellaneous,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,BOUQUET,14 - Unknown / Unidentified,7/30/1922
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Mendocino National Forest,BUCK MTN.,9 - Miscellaneous,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Sequoia - Kings Canyon NP,HOSPITAL,4 - Campfire,8/13/1922
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest,DOCTOR ROCK,5 - Debris,9/8/1922
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Sequoia - Kings Canyon NP,PANTHER,1 - Lightning,9/19/1922
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest, ,14 - Unknown / Unidentified,8/2/1922
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia - Kings Canyon NP,E.FORK,4 - Campfire,7/4/1922
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,SOLEDAD,14 - Unknown / Unidentified,7/6/1922
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,1 - Lightning,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Six Rivers National Forest,PEARCH CREEK,5 - Debris,8/6/1922
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Modoc National Forest,FANDANGO PK,9 - Miscellaneous,9/19/1922
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,1 - Lightning,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest,ZACHAU CANYON,14 - Unknown / Unidentified,8/27/1922
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Klamath National Forest,FLY STAIN,3 - Smoking,8/1/1922
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest,MT. GLEASON,14 - Unknown / Unidentified,9/20/1922
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Shasta-Trinity National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Angeles National Forest, RUBY CYN,14 - Unknown / Unidentified,8/24/1921
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Angeles National Forest, CHARLIE CYN,14 - Unknown / Unidentified,9/28/1921
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,CHARLIE CYN,14 - Unknown / Unidentified,9/28/1921
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Mendocino National Forest,GREENS VALLEY,4 - Campfire,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Plumas National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia - Kings Canyon NP,ELK CREEK,4 - Campfire,7/5/1921
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Plumas National Forest, ,14 - Unknown / Unidentified,<Null>
Sierra National Forest, ,1 - Lightning,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Lassen National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,RUBY CYN,14 - Unknown / Unidentified,8/24/1921
Plumas National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Sierra National Forest, ,14 - Unknown / Unidentified,<Null>
